Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
400,15468.0,0.0,16498.0,400.0,64.0,16498.0,0.007461531675130523,-16.736269479621996,-16.736269479621996,0.0,627.18652176857,,,,34.18820838322715,16.566306982768474,89.08294677734375,16.142807006835938,0.00010000000000000005,4.0657581468206416e-20,0.0001,0.0001,577.84595,257.31842,1495.5294,259.5661,-19.526539252923723,11.491740109202313,-0.2552208840963335,-36.41135089534019,,,,,,,,,,,,,,,,,,,,,115.35942,52.705044,285.30362,46.400772,101.13281028550689,64.60116652087709,316.96019436498284,-33.3539142325915,-0.04732234552446983,1.003302078888795,1.2235087536517741,-1.3933927810313156
401,15528.0,0.0,16558.0,401.0,60.0,16558.0,0.04053884626133528,15.180529472440014,15.180529472440014,1.0,629.2142314910889,,,,37.67367503602626,17.589837713747524,89.50761413574219,10.376134872436523,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,592.95435,194.76144,1130.9294,312.1179,0.5525579576252345,5.611722328285713,14.99898454329784,-9.548371815446174,,,,,,,,,,,,,,,,,,,,,118.90615,60.28992,296.14,30.082588,101.44260916611958,65.49338569275072,318.1006391321595,-20.462972588498552,-0.00042385695285735694,0.9831652080973329,1.4410761158704073,-1.4071443185552273
402,15584.0,0.0,16614.0,402.0,56.0,16614.0,-0.040374388985001584,7.538702867827367,7.538702867827367,1.0,631.1675226688385,,,,41.645872220126066,16.272356777775954,87.37056732177734,17.214012145996094,0.00010000000000000005,4.0657581468206416e-20,0.0001,0.0001,731.32983,264.71722,1444.3605,255.1437,-8.735230845203267,9.81451762845875,12.555992061758763,-22.701055092161827,,,,,,,,,,,,,,,,,,,,,122.44995,55.45562,290.73358,50.58811,101.73896497181647,65.53036897403159,318.8685844727286,-15.343308733028096,-0.02683138673683402,0.9704548975260003,1.214178469727278,-1.3747608775261813
403,15639.0,0.0,16669.0,403.0,55.0,16669.0,0.04956071754906681,49.66188666955694,49.66188666955694,1.0,633.1032078266144,,,,35.04634369744195,17.95296894895976,117.00064086914062,13.184480667114258,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,581.72424,287.6749,1703.4293,251.61569,16.20507961980308,15.651027447521903,41.160699877439626,-10.034543757228384,,,,,,,,,,,,,,,,,,,,,132.46785,59.64978,295.61093,43.915424,101.56638928987431,64.88669722932161,320.94043667455315,-19.37238984997832,0.033648705238929245,0.9711917660983138,1.3600482259284292,-1.289839163855651
404,15692.0,0.0,16722.0,404.0,53.0,16722.0,-0.03693876695444081,33.28988089886302,33.28988089886302,1.0,634.9570305347443,,,,32.087055738155655,16.78723775787562,102.49530029296875,11.665546417236328,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,472.833,145.4199,967.57,285.7601,12.430610524743956,6.166037771172558,26.971371031059316,1.0889973328453126,,,,,,,,,,,,,,,,,,,,,125.1156,62.03625,293.19836,38.200047,103.08946930312662,66.7615834158433,314.1011109495535,-34.77410485301386,-0.0034142328604372637,0.985623209632071,1.2452570377115804,-1.3681017417973929
405,15756.0,0.0,16786.0,405.0,64.0,16786.0,0.0032909113382533148,83.19696377684474,83.19696377684474,0.0,637.2504405975342,,,,30.10404246194022,13.402133824088445,91.7679443359375,11.578722953796387,0.00010000000000000005,4.0657581468206416e-20,0.0001,0.0001,504.8772,179.5394,1123.5814,298.2048,38.64121410977436,16.03784793433502,59.05715832988798,1.885322586896173,,,,,,,,,,,,,,,,,,,,,125.8309,62.538147,293.64462,35.565758,101.97494037137241,66.22572597202249,315.2303296995535,-35.23948536906611,-0.006444126299329364,0.9684502825385015,1.411141843037293,-1.3034238729333336
406,15807.0,0.0,16837.0,406.0,51.0,16837.0,0.01799829062829903,70.82912096097853,70.82912096097853,1.0,639.4000647068024,47.546364559485674,47.546364559485674,0.0,76.17818870544434,50.783889241630284,336.84674072265625,29.862163543701172,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,951.6373,500.4588,3365.586,507.4346,34.49582179891296,14.175949602131118,53.77399176114434,2.2362360253496907,,,,,,,,,,,,,,,,,,,,,130.32877,59.45512,291.2582,39.80352,107.41083009572043,71.40338762148873,347.04230980616876,-17.259180452230353,-0.028611946898332016,0.9665547388830759,1.402116512004012,-1.17877137930333
407,15851.0,0.0,16881.0,407.0,44.0,16881.0,0.029450888519893227,58.28889130358344,58.28889130358344,1.0,641.0378942489624,,,,63.74835213949514,29.603405700294378,164.3626708984375,25.60540008544922,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,821.8782,223.89021,1424.761,341.6244,28.08321567533395,11.541207719346383,46.39623879438029,2.038792230236564,,,,,,,,,,,,,,,,,,,,,132.74487,57.728622,304.81668,30.03487,111.98691446921818,71.60759147811368,353.41496407519674,-17.028460609319584,-0.012533698994712069,0.9576178332745416,1.3357825371145915,-1.2054917810607049
408,15895.0,0.0,16925.0,408.0,44.0,16925.0,-0.013437596291191728,56.75169165648847,56.75169165648847,1.0,642.7090504169464,,,,46.99146186473758,15.523922608025726,94.91861724853516,24.071762084960938,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,675.29517,186.02782,1177.5785,395.59857,27.649796903066086,11.361735602254242,45.03614244357513,2.1232223967689885,,,,,,,,,,,,,,,,,,,,,140.0869,62.745018,327.51428,49.233425,109.46019429503112,71.20475941719249,355.32364816536256,-35.46773053170729,-0.030452854639027947,0.9821244574101111,1.3317579012203242,-1.2244648940281022
409,15938.0,0.0,16968.0,409.0,43.0,16968.0,-0.002047629759702989,50.62091840297073,50.62091840297073,1.0,644.2928364276886,,,,64.97843192872547,68.45252760998936,455.39013671875,24.702903747558594,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,726.245,473.02353,3524.3923,412.64044,24.753421285104956,10.004102634483308,40.380754798359185,1.718131047783038,,,,,,,,,,,,,,,,,,,,,149.33968,56.340984,333.92566,76.24692,107.16069934277766,70.71129026536165,350.4816292641766,-26.596187239030705,-0.01950497470841433,1.0044160874822698,1.2975529470585125,-1.412464354770442
410,15973.0,0.0,17003.0,410.0,35.0,17003.0,0.006670125498588701,41.800411417180314,41.800411417180314,0.0,645.6751952171326,,,,49.624063547919775,19.192571664360898,104.12610626220703,22.598094940185547,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,798.0649,277.19232,1391.5295,359.3062,17.695245162417002,10.40035839286832,35.966743040741775,1.1802744581658797,,,,,,,,,,,,,,,,,,,,,166.05904,39.693882,315.17734,90.6466,108.14772797733964,72.08189263172049,337.1558449084843,-9.451079533262337,-0.014636979669845403,0.9651348575170107,1.2605365503887411,-1.2202456446799526
411,16022.0,0.0,17052.0,411.0,49.0,17052.0,0.005500223651785321,48.45748781295273,48.45748781295273,1.0,647.4198017120361,,,,39.47985295454661,15.312977721235983,99.90072631835938,18.581361770629883,0.0001,0.0,0.0001,0.0001,622.137,216.65485,1318.4452,326.33716,19.276902537418568,10.105527410460976,39.40586421173497,1.502494548290842,,,,,,,,,,,,,,,,,,,,,163.45538,43.755604,319.833,99.80661,107.6069046461105,69.48473984018152,352.7229171433031,-17.09496188342847,-0.013934552063506437,0.9648000747209999,1.2661805530969608,-1.2791355960816433
412,16071.0,0.0,17101.0,412.0,49.0,17101.0,-0.013089474469953214,36.22193939986698,36.22193939986698,1.0,649.3642630577087,,,,48.81140398979187,30.26102569611106,169.9027099609375,21.71131134033203,0.0001,0.0,0.0001,0.0001,661.0915,231.98898,1432.885,360.24023,12.071192813487922,8.733242015892259,30.613186789149406,-3.352059306279403,,,,,,,,,,,,,,,,,,,,,144.84503,66.53704,312.5724,41.646313,109.12913953624236,71.497603608772,354.1103327275405,-15.885859277766865,-0.01399164920494234,0.9669795372678993,1.2519006207671588,-1.3231590729916425
413,16123.0,0.0,17153.0,413.0,52.0,17153.0,-0.015451715687523787,48.11110324463651,48.11110324463651,1.0,651.3314075469971,,,,52.128101161881986,32.97792977103315,212.12303161621094,21.988508224487305,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,674.92755,261.32782,1545.0938,319.72357,21.273568478535456,9.01636159689751,37.423078419998035,1.4573931255726253,,,,,,,,,,,,,,,,,,,,,134.2368,64.7084,316.98862,29.285667,110.65771005734685,72.23062124057493,362.3352820764954,-15.830079629939716,-0.011376871592035194,0.9576595911803517,1.238744206228795,-1.2577476286102591
414,16181.0,0.0,17211.0,414.0,58.0,17211.0,-0.037727650735351836,53.785290188160914,53.785290188160914,1.0,653.6371681690216,,,,50.27857629876388,25.595652087852518,156.53956604003906,19.613975524902344,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,711.7597,259.9047,1410.0427,341.04266,23.428148741400644,10.12636157348046,40.60299385671568,1.1582098081435444,,,,,,,,,,,,,,,,,,,,,130.36502,66.33532,320.0478,34.83467,110.13197866980977,69.85090001129076,368.8650493559013,-11.571392119592844,-0.04626211255460058,0.9890547723317386,1.2564591231836526,-1.3493321578956359
415,16243.0,0.0,17273.0,415.0,62.0,17273.0,0.04957119374812907,65.3751837600408,65.3751837600408,0.0,656.5054190158844,,,,51.45762437288879,33.06326562803431,159.5918426513672,21.817380905151367,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,624.5128,219.78893,1563.911,290.42865,30.46710151241933,12.39307505106787,46.955132143778584,0.9611625782722673,,,,,,,,,,,,,,,,,,,,,119.31087,68.81365,325.44104,29.49128,109.53407470042723,70.44690292874245,365.5639908777649,-33.92617291451979,0.0012385534020047785,0.9739595101080077,1.2391116085742744,-1.2087870412410533
416,16289.0,0.0,17319.0,416.0,46.0,17319.0,-0.010089062195169059,46.504388699417746,46.504388699417746,1.0,658.6229362487793,,,,49.54656465318468,36.38035998919439,236.9287109375,21.59125328063965,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,679.27454,206.02354,1370.6605,345.62018,22.11573983974529,8.860080696878605,36.698129669833236,1.429125615536019,,,,,,,,,,,,,,,,,,,,,162.07043,53.458977,340.6723,66.56867,109.69092665412182,71.14327588956493,361.0078310828856,-11.417878129369631,-0.030270868909968333,0.9702123595327381,1.2581685709728088,-1.3396776216434503
417,16324.0,0.0,17354.0,417.0,35.0,17354.0,-0.003925127343266254,39.12996270724663,39.12996270724663,1.0,659.922956943512,,,,50.43756518644445,31.741143557127074,180.89366149902344,20.943578720092773,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,650.388,209.9683,1231.937,355.9868,17.486873255885012,8.571608258246059,33.34298693705745,2.0769516870932057,,,,,,,,,,,,,,,,,,,,,163.22038,62.636494,364.49554,71.68911,109.92602512952497,70.10270316227523,348.10092840570917,-12.071903043976352,-0.07859803610478025,0.9605900435503959,1.1917527497270224,-1.2882960056888968
418,16361.0,0.0,17391.0,418.0,37.0,17391.0,-0.008356220774717033,41.787547147978096,41.787547147978096,1.0,661.3819372653961,,,,53.25930139753554,29.389442861272475,127.28502655029297,20.186460494995117,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,705.96576,201.0457,1389.1794,359.97858,19.480836576378742,8.454625261055352,34.92892688355349,2.4277328619808456,,,,,,,,,,,,,,,,,,,,,164.85043,60.085705,369.03897,84.76126,108.59551874238348,71.02488177448508,387.43312503432963,-8.660861735468389,-0.07364341094801524,0.9541756702925647,1.1581242778780665,-1.2527271753667397
419,16394.0,0.0,17424.0,419.0,33.0,17424.0,-0.033869527168270706,33.597055705177624,33.597055705177624,1.0,662.6590397357941,,,,51.862746357917786,34.41059631643325,200.96241760253906,17.424694061279297,0.0001,0.0,0.0001,0.0001,640.9751,233.7591,1287.539,356.85696,14.287501920000494,7.891371326455595,29.173919264219652,1.6335322996549286,,,,,,,,,,,,,,,,,,,,,179.02911,55.75196,352.4677,103.42554,113.99802834386661,73.81486884728346,383.9351223662285,-7.598537875160904,-0.09155692334455574,0.9720168163008304,1.134312290389538,-1.2944925774959875
420,16429.0,0.0,17459.0,420.0,35.0,17459.0,0.009951212448756042,35.69838862889741,35.69838862889741,0.0,664.0500376224518,,,,52.67737932766185,37.74656941541443,183.39451599121094,15.591079711914062,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,770.2211,322.79852,1991.8547,381.5362,16.051741449569224,7.473863400481525,30.384120324796132,1.9456282802597413,,,,,,,,,,,,,,,,,,,,,179.7444,49.835705,336.58597,110.4031,108.59867038283637,70.78074439243647,391.46224563424965,-17.32604717727419,-0.05797110113481375,0.9879569605559236,1.279876389746049,-1.1816607138683708
421,16460.0,0.0,17490.0,421.0,31.0,17490.0,-0.01389900594210317,31.06534714651563,31.06534714651563,1.0,665.2022132873535,,,,40.087385940551755,30.850531712380356,194.05023193359375,19.51474952697754,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,638.04706,238.32071,1353.7306,343.40845,12.914882484852573,7.394165029707553,27.335084420415477,1.937280806145203,,,,,,,,,,,,,,,,,,,,,162.63754,56.403316,345.35376,105.848366,110.22261739370441,69.76645172735525,350.9505798579804,-7.912178504462865,-0.0645028133552107,0.9621119330459161,1.1604958410063038,-1.1839033337291298
422,16491.0,0.0,17521.0,422.0,31.0,17521.0,-0.002866446113596019,23.172875043019474,23.172875043019474,1.0,666.442625284195,,,,68.7137497584025,36.13216944679683,157.0353240966797,24.447006225585938,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,914.0434,340.6716,1602.9207,424.1136,8.225381867848458,6.711837345993351,20.83131986261257,-5.0712943201091925,,,,,,,,,,,,,,,,,,,,,167.2243,54.386772,341.56058,123.57234,112.85524817507311,74.65490090379615,388.38257461374184,-13.005998722635827,-0.058745426364058544,0.9660449566307961,1.2327803587066928,-1.229685503566811
423,16520.0,0.0,17550.0,423.0,29.0,17550.0,-0.021790874312598775,33.65314415595785,33.65314415595785,1.0,667.793675661087,,,,59.858003752572195,46.09961186401331,239.843994140625,23.107383728027344,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,792.8558,357.32413,2094.7146,349.55392,13.79590577081318,9.23995234729108,29.95184998224446,1.0627656097338787,,,,,,,,,,,,,,,,,,,,,174.8133,59.443806,362.815,98.322914,114.21477059788658,73.46543431208987,380.2524582155469,-8.539143002620008,-0.051314817557927425,0.9673499155943492,1.1645849931874612,-1.2595594497181286
424,16545.0,0.0,17575.0,424.0,25.0,17575.0,-0.008271775266164022,25.460099018174603,25.460099018174603,1.0,668.811767578125,,,,60.59955334663391,28.20868117736608,125.11773681640625,26.33680534362793,0.0001,0.0,0.0001,0.0001,921.97345,333.27798,1714.3232,422.8721,8.466036069396523,9.435786661523315,23.579383839217638,-6.705671071547339,,,,,,,,,,,,,,,,,,,,,176.5314,71.0264,342.1996,62.811146,111.27597575160546,72.64994429966731,394.61214608161276,-8.424726947768812,-0.043925955826888144,0.9570615604338506,1.2613481868508152,-1.17752476399452
425,16579.0,0.0,17609.0,425.0,34.0,17609.0,-0.003792142151623845,31.997511749836114,31.997511749836114,0.0,670.212069272995,,,,46.991331765145965,31.00581756106938,177.9882354736328,14.96522045135498,0.0001,0.0,0.0001,0.0001,679.7302,243.65764,1163.7593,366.9828,12.880469542268127,7.939745580774892,27.897123338853465,0.14433033454106048,,,,,,,,,,,,,,,,,,,,,182.70224,51.379543,373.36902,132.65163,109.47452323600059,71.5212503149944,382.888075622116,-13.189683878060379,0.004802769991933163,0.972223868386949,1.2323794211395978,-1.1717794346871386
426,16614.0,0.0,17644.0,426.0,35.0,17644.0,-0.020027926223847616,46.668412557742094,46.668412557742094,1.0,671.9454772472382,46.639742815468445,46.639742815468445,0.0,99.91482263452866,76.60243365871081,415.71099853515625,46.102500915527344,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,1201.1375,678.2987,3410.99,436.8183,22.859440541573292,9.590317189690225,39.05819027090044,2.242122197125136,,,,,,,,,,,,,,,,,,,,,185.02927,54.74366,368.3726,131.84122,119.38195007665884,78.72383711388197,399.8671420926635,-14.430643985789935,-0.03310862861959426,0.9648218392648487,1.2245653092982625,-1.235839082098682
427,16639.0,0.0,17669.0,427.0,25.0,17669.0,0.0475747358663655,25.962363510303515,25.962363510303515,1.0,673.0264127254486,,,,144.47860463460287,112.25947100844425,406.9920654296875,44.02028274536133,0.0001,0.0,0.0001,0.0001,1139.8903,407.26892,2179.745,524.68835,9.701123116016184,8.517084842883163,23.774831041716638,-4.578767675523852,,,,,,,,,,,,,,,,,,,,,159.07074,61.7293,346.3723,27.73854,119.81699784725522,79.35930239942326,398.07772461033795,-10.263435815795546,0.001147523197417124,0.9605010495202282,1.240526834022282,-1.1025546326300204
428,16668.0,0.0,17698.0,428.0,29.0,17698.0,-0.0026157102723794743,34.20658203087293,34.20658203087293,1.0,674.1811265945435,,,,97.25686386653355,73.13964859804153,370.5575256347656,29.355876922607422,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,929.353,239.20976,1464.7906,502.74988,14.234816944410964,10.013273502879565,30.382308198983587,-2.145312684647018,,,,,,,,,,,,,,,,,,,,,165.71217,55.901352,371.82654,64.7829,117.83585300551866,76.06054190287045,401.6286343993615,-17.151595917931125,0.004103465502517287,0.9747982654027709,1.2573550199549215,-1.1951541472660805
429,16703.0,0.0,17733.0,429.0,35.0,17733.0,-0.013209659950645833,54.4758865407772,54.4758865407772,1.0,675.6800026893616,,,,71.57780299467198,53.38088559627859,254.99676513671875,30.7352294921875,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,814.91187,242.17088,1227.549,425.16428,27.577228332876977,11.942454047425631,45.27662285279823,2.39268505325458,,,,,,,,,,,,,,,,,,,,,188.86848,47.2728,361.82214,84.54258,117.7578618359359,78.17766815174122,408.2042045008118,-10.128956202283515,0.01847739678438008,0.9710200177134815,1.1798849156679667,-1.1729158316088952
430,16727.0,0.0,17757.0,430.0,24.0,17757.0,-0.0004961761916352697,31.87641016471115,31.87641016471115,0.0,676.728853225708,,,,64.04513019064198,34.813949513663054,195.46591186523438,27.199615478515625,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,845.4511,240.97742,1204.2211,461.18848,16.088629149983433,7.913954508492139,28.298120372439517,1.533278428712682,,,,,,,,,,,,,,,,,,,,,200.00346,55.407482,356.0402,77.06981,117.61361479224944,78.88354712744145,408.7871225916321,-17.373233157387304,0.0010353336408240247,0.9841364391534102,1.180851617918829,-1.245434130653157
431,16762.0,0.0,17792.0,431.0,35.0,17792.0,0.020571888803966466,54.24155905674087,54.24155905674087,1.0,678.061564207077,,,,65.13359973009895,42.364065673092234,191.23081970214844,23.497406005859375,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,771.0034,247.45802,1273.4635,339.3306,27.760405004741997,11.564359048552014,44.975168995031474,2.4526178662355314,,,,,,,,,,,,,,,,,,,,,192.83546,48.04538,357.61972,137.531,119.25046447613182,78.05979743265341,409.1115433679993,-14.149388505541404,0.0628103643715822,0.9763562517699947,1.1738736830624517,-1.325855851212318
432,16793.0,0.0,17823.0,432.0,31.0,17823.0,-0.008847815793442517,46.51526273430335,46.51526273430335,1.0,679.2719900608063,,,,110.58492558797201,82.14235439565186,355.3204650878906,39.2315788269043,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,1011.88556,367.415,2033.054,548.86456,23.607561070983667,10.601344324813804,39.5928472750489,2.243803922366522,,,,,,,,,,,,,,,,,,,,,214.07819,46.62691,363.1135,155.1856,121.3810068046893,80.76009726665691,417.33821413887637,-9.054401442887881,0.01368310827595391,0.9917337829122906,1.2508449768249588,-1.3139941960730588
433,16832.0,0.0,17862.0,433.0,39.0,17862.0,0.009508276037643874,63.14417044763694,63.14417044763694,1.0,680.8005313873291,,,,109.96662973102771,72.37961057334097,346.53082275390625,40.86604309082031,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,1278.3602,490.5589,2726.086,579.5565,32.534155208103954,13.812064300799502,50.96550496613775,2.4597421729496562,,,,,,,,,,,,,,,,,,,,,221.69125,52.823486,354.05975,118.46274,122.87538037553115,80.93911111376111,406.35964361721034,-17.695712786903904,-0.01888431931681383,0.9742443024874297,1.2910343988873043,-1.2576087357599688
434,16856.0,0.0,17886.0,434.0,24.0,17886.0,-0.02989818546270546,31.788868285158376,31.788868285158376,1.0,681.7888259887695,,,,89.79644277821417,44.712317528331205,198.355712890625,30.809467315673828,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,1130.6448,413.68893,2321.7297,587.05054,15.786974863011217,8.006730553345397,28.28282254347038,1.5156249319640271,,,,,,,,,,,,,,,,,,,,,195.71033,63.066395,372.67258,80.659515,121.369141182564,82.52786651688147,390.52251051605435,-11.694540824849568,-0.05132952403943398,0.9806731307272584,1.1416841134207534,-1.20967829806352
435,16881.0,0.0,17911.0,435.0,25.0,17911.0,-0.0068380885271839085,33.603004103228415,33.603004103228415,0.0,682.8063290119171,,,,78.40809551874797,58.07814176187834,273.39697265625,29.561168670654297,0.0001,0.0,0.0001,0.0001,906.56085,289.63104,1725.2372,446.39133,16.56034393743112,8.330709788107068,29.760523352394582,1.6826929317741284,,,,,,,,,,,,,,,,,,,,,183.38782,54.72942,362.54117,93.97767,123.04004464245666,81.80808632229872,407.6398490538232,-11.764999861987135,-0.011536543425648246,0.9881595218206974,1.1896881179629397,-1.2562144808173303
436,16906.0,0.0,17936.0,436.0,25.0,17936.0,-0.0037389367278789403,35.67762494156227,35.67762494156227,1.0,683.8032581806183,,,,74.94316522280376,47.33737294296328,210.92388916015625,27.537328720092773,0.0001,0.0,0.0001,0.0001,1013.014,325.5572,1757.7786,556.95703,17.926129211907792,8.848206289664919,31.51120468543971,1.721925153880651,,,,,,,,,,,,,,,,,,,,,174.96811,69.54315,370.37936,81.79936,123.04329416370484,81.61620180362007,411.41242929329223,-17.34967583690058,-0.006605208624682128,0.965876559979988,1.1549342740218198,-1.2144775991980852
437,16931.0,0.0,17961.0,437.0,25.0,17961.0,0.007866991720096233,36.408555973230435,36.408555973230435,1.0,684.856552362442,,,,77.37478907903035,56.79358078506942,309.4418029785156,27.379383087158203,0.0001,0.0,0.0001,0.0001,975.09515,324.28433,1717.6924,536.1872,18.07870615833403,9.189190506029997,32.210989326916085,1.4636893361855825,,,,,,,,,,,,,,,,,,,,,170.91779,84.22424,358.27448,41.8099,121.6964707834804,80.84243840636984,403.8381840895079,-13.68612013042249,-0.04788448724089165,0.9658731462290021,1.1988522650558702,-1.2981709079155968
438,16955.0,0.0,17985.0,438.0,24.0,17985.0,-0.017684325712216252,35.402411458059106,35.402411458059106,1.0,685.9245235919952,,,,70.33433441493823,39.43863386480954,190.76890563964844,26.35196304321289,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,909.9529,251.78598,1453.784,598.219,17.914010391388278,8.846557948238283,31.41722117588475,1.871019562133354,,,,,,,,,,,,,,,,,,,,,184.13202,66.99698,367.79004,93.74426,123.48346742481485,79.40309109298833,399.53457372275733,-13.863439919077475,-0.0430005767688847,0.967204561872298,1.1975478411002154,-1.1457055334041755
439,16979.0,0.0,18009.0,439.0,24.0,18009.0,0.010402653789101152,34.27486315282708,34.27486315282708,1.0,686.82896733284,,,,71.16085168589716,56.19304915865999,290.13409423828125,24.925941467285156,9.999999999999998e-05,2.710505431213761e-20,0.0001,0.0001,806.32794,222.94487,1311.6385,432.94742,16.91800201962703,8.742677490763645,30.519740068804627,1.601739677756186,,,,,,,,,,,,,,,,,,,,,182.13074,61.28745,360.9509,66.20074,124.89119140484289,81.21946808432733,403.3626689980633,-17.742339327371987,-0.02294451365282184,0.969278052744414,1.2253308336212043,-1.136512090650503
440,17004.0,0.0,18034.0,440.0,25.0,18034.0,0.00898846525014681,33.16518291584264,33.16518291584264,0.0,687.8615036010742,,,,95.28623310724895,74.09462387833584,315.1092224121094,25.703651428222656,0.0001,0.0,0.0001,0.0001,969.4139,389.92026,1944.6504,461.44507,15.709957243279694,8.766064000948782,29.533023843457286,1.6651331836538685,,,,,,,,,,,,,,,,,,,,,178.0199,55.67597,364.20526,91.22688,122.74753163434593,84.50091613599983,416.4513894928803,-17.80220048192826,-0.025010804624623757,0.9660431257709045,1.1568762805034294,-1.1529965077461373
441,17031.0,0.0,18061.0,441.0,27.0,18061.0,-0.0019747132676625075,38.285414163134625,38.285414163134625,1.0,688.9241771697998,,,,97.79199556203989,69.29496995854315,296.48504638671875,28.115921020507812,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,1079.413,469.9931,2495.872,420.9809,19.123833409473516,9.287675120244183,33.45654458846138,2.1498243296919384,,,,,,,,,,,,,,,,,,,,,198.97298,45.216908,360.71436,110.002975,125.06774101093386,81.86339503892599,419.7140089196518,-11.437782139737568,-0.002738102015268755,0.9794999368564419,1.2082115296378944,-1.1769253351428837
442,17059.0,0.0,18089.0,442.0,28.0,18089.0,-0.006330402042382603,42.66942607683192,42.66942607683192,1.0,689.9580798149109,,,,77.99187893337674,65.03815967735594,343.03656005859375,21.858158111572266,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,866.1348,291.78662,1575.9681,357.49646,21.86397608918725,10.078754434181496,36.916679567534814,2.0621911179044137,,,,,,,,,,,,,,,,,,,,,196.08629,49.62648,366.71152,95.765564,120.74609549489487,79.36201073412649,407.44812325105704,-8.660861735468389,0.007476943234724895,0.9712690849128164,1.1577810215093929,-1.2512381747255366
443,17084.0,0.0,18114.0,443.0,25.0,18114.0,-0.008425379841746716,35.24412641298375,35.24412641298375,1.0,690.9892649650574,,,,72.21267000834148,34.264218790809224,155.165771484375,36.35420608520508,0.0001,0.0,0.0001,0.0001,942.6971,316.7478,1678.4998,532.4505,17.98524239048275,8.74584151568501,31.05839981349804,1.7913073344582409,,,,,,,,,,,,,,,,,,,,,187.611,53.43837,361.1955,46.96081,124.46527821216388,82.25288955876977,400.40430386651377,-15.566213984376803,-0.0030651940537041495,0.9731278839837685,1.1445321627728537,-1.2193671476838894
444,17110.0,0.0,18140.0,444.0,26.0,18140.0,-0.022353438001438734,37.02612649643496,37.02612649643496,1.0,692.0145421028137,,,,60.600795669555666,24.729518054205506,145.13739013671875,29.055936813354492,0.0001,0.0,0.0001,0.0001,924.2402,254.42786,1681.5554,553.46185,18.800028290395353,9.02071983107316,32.46274660700218,1.8448541375670526,,,,,,,,,,,,,,,,,,,,,193.87123,49.437084,350.65402,90.74253,123.33726023257084,82.26127663760501,399.30556459521534,-8.761625448879883,-0.002623478954456134,0.9872649190438738,1.1512760899345365,-1.3211228553029966
